ESTADO,MUNICIPIO,RAZÓN SOCIAL,DIRECCIÓN,COORDENADAS,,"HORARIO
",TELEFONO,PÁG WEB,"REDES
FB",CORREO,PET,PEAD,PP (ENVASE),PP (TAPAS),PP (CAPSULAS),PEBD (BOLSA TRANSPARENTE) ,BOPP (LAMINADA),ALUMINIO,HOJALATA,CARTON LAMINADO,VIDRIO
CDMX,Benito Juárez,Biobox Tlacoquemecatl,"Calle Tlacoquemecatl 171, Tlacoquemecatl del Valle, CP. 03200
Benito Juárez, CDMX.",19.377992004616843,-99.17113810690574,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Coyoacán,Compra y venta de fierro,"Av. Aztecas 536, Ajusco CP. 04300
Coyoacán, CDMX.",19.319875017010848,-99.16257799325827,,,,,,Si,,,,,,,Si,,,
CDMX,Coyoacán,Recicladora Fenix,"Rey Moctezuma MZ106 LT14, Ajusco, CP. 04300
Coyoacán, CDMX",19.327174266063007,-99.15460594605139,"Lunes a viernes 09:00 am - 06:00 pm
sabado  09:00 am - 02:00 pm",55 2280 6198,,,,Si,Si,,,,,,Si,Si,,
CDMX,Coyoacán,Bodegas Barrera,"Rey Moctezuma s/n, Ajusco, CP. 04300
Coyoacán, CDMX",19.31775013907412,-99.1652779621908,"Lunes a viernes 08:30 am - 07:00 pm
Sábado cerrado",55 1091 3017,,,,$5,,,,,,,Si,Si,,
CDMX,Coyoacán,Recicladora Paloma,"Rey Tepálcatzin 46A, Ajusco, CP. 04300 
 Coyoacán, CDMX",19.321020013907365,-99.16249159164882,"Lunes a viernes 09:00 am - 07:00 pm
Sabado  09:00 am - 03:00 pm",,,,,Si,Si,,,,,,Si,Si,,
CDMX,Coyoacán,Desperdicios Industriales Recicladora 5 Estrellas,"Zapotecas 432, Ajusco, CP. 04300
Coyoacán, CDMX",19.319840,-99.164369,,554 607 1733,,,,Si,Si,,,,,,Si,Si,,
CDMX,Coyoacán,Biobox Norte y Pacifico,"Av. División del Nte, Cd Jardín, CP. 04370
Coyoacán, CDMX.",19.334283,-99.146535,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Coyoacán,Es fácil reciclar,"Av. División del Nte. 2946, Col Del Carmen, Atlántida, CP. 04370
Coyoacán, CDMX",19.34218585787018,-99.1485271998144,"Lunes a viernes 08:00 am - 05:00 pm
sabado 08:00 am - 05:00 pm","55 7160 3233
55 5618 0153",http://esfacilreciclar.com/,,contacto@esfacilreciclar.com,Si,,,,,,,Si,,,
CDMX,Coyoacán,Centros de reciclaje Recupera - Walmart,"Av Miguel Ángel de Quevedo 175, Oxtopulco, CP. 04318
Coyoacán, CDMX.",19.34521381169737,-99.18194906953059,"Lunes a viernes 07:00 am - 10:00 pm
sabado y domingo 07:00 am - 10:00 pm",555 661 1776,https://www.recuperamexico.com/centros_reciclaje/index.html,Recupera Reciclaje,"m.contreras@recuperamexico.com
cmcbabl@yahoo.com.mx",Si,Si,,,,,,Si,Si,,Si
CDMX,Coyoacán,Reciclaje Escuinapa,"Av. Escuinapa 2, 37C, Pedregal de Santo Domingo, CP. 04369
Coyoacán, CDMX.",19.332732613874157,-99.17240006708403,,551 849 2197,,,,Si,,,,,,,Si,Si,,
CDMX,Coyoacán,Yoja Recicla,"Av. Escuinapa 97, 35B, Pedregal de Santo Domingo, CP. 04369
Coyoacán, CDMX.",19.331036151796457,-99.1664633051965,"Lunes a viernes 08:00 am - 06:00 pm
sabado  08:00 pm - 06:00",55 5619 4052,,yojarecicla ,,Si,Si,,,,,,Si,Si,,
CDMX,Coyoacán,Centro de reciclaje,"San Guillermo MZ824 LT28, Pedregal de Sta Úrsula, CP. 04600
Coyoacán, CDMX.",19.309842507444785,-99.16119456048273,"Lunes a viernes 08:00 am - 06:00 pm 
Sabado 08:00 am - 04:00 pm",,,,,Si,,,,,,,Si,Si,,
CDMX,Coyoacán,Depósito San Juan,"Av. H. Escuela Naval Militar 332, San Francisco Culhuacan de San Juan, CP. 04260.
Coyoacán, CDMX.",19.338314923448486,-99.12242739384361,"Lunes a viernes 09:00 am -  04:00 pm
Sábado  09:00 am -  03:00 pm","55 1009 5422
5552 88 9619",https://deposito-san-juan.negocio.site/#summary,,,$5,$1,,,,,,$18,$3,$0.50,
CDMX,Cuajimalpa,Biobox Superama Santa Fe,"Av. Tamaulipas 3000 Lomas de Santa Fe Col. Contadero, C.P. CP. 01219
Cuajimalpa, CDMX.
",19.35564117524339,-99.27622883785597,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuajimalpa,Deposito RV,"Avenida Veracruz 263, Contadero, CP.  05500
Cuajimalpa de Morelos, CDMX",19.348914278580303,-99.30316863348123,"Lunes a viernes 09:00 am - 06:00 pm
Sabado 09:00 - 06:00 pm",,,,,Si,Si,,,,,,,,,
CDMX,Cuajimalpa,Apoyo Ecológico Cuajimalpa,"Carr. México-Toluca 5-km 43, CP. 05000
Cuajimalpa de Morelos, CDMX.",19.352371945399845,-99.29529440961466,,551 331 9661,,,,Si,,Si,,,,,Si,Si,,
CDMX,Cuajimalpa,Compro PET,"Morelos 85-A, Cuajimalpa, CP. 05000.
Cuajimalpa de Morelos, CDMX.",19.35204148624514,-99.30357860303648,"Lunes a viernes 08:00 am - 03:30 pm
Sabado 08:00 am - 02:00 pm",55 2163 3796,,,,Si,Si,Si,,,,,Si,,,
CDMX,Cuajimalpa,Compra de metales,"Constituyente Héctor Victoria 239, Granjas Navidad, CP. 05210
Cuajimalpa de Morelos, CDMX.",19.37600569850109,-99.2848597831538,,,,,,Si,,,,,,,Si,,,
CDMX,Cuajimalpa,Recicladora Adrakike,"Esq. Campanitas, Constituyente Héctor Victoria 67, Navidad, CP. 05200
Cuajimalpa de Morelos, CDMX.",19.370789986226313,-99.28545547431877,Lunes a viernes 08:00 am - 06:00 pm,"553 508 1419
552 205 7447",,,,Si,Si,,,,,,Si,Si,,
CDMX,Cuajimalpa,Compra y Venta de Fierro Viejo,"Esquina Monte de las Cruces, Avenida Jesús del Monte, Jesús del Monte, CP. 05260
Cuajimalpa de Morelos, CDMX.",19.367145259538923,-99.29242431875694,,,,,,Si,,Si,,,,,Si,,,
CDMX,Cuajimalpa,El chacharero,"Av. Jacarandas esquina Callejon Estafiate, San José de los Cedros 2da Secc, CP. 05220
Cuajimalpa de Morelos, CDMX.",19.370971,-99.289677,,"555 815 3395
553 248 4667",,,,Si,,,,,,,Si,Si,,
CDMX,Cuajimalpa,Desperdicios Industriales El Chimbombo,"Calle Corregidora, San Mateo Tlaltenango, , CP. 05600
Cuajimalpa de Morelos, CDMX",19.344831,-99.284881,,561 412 1937,,,,Si,,,,,,,,,,
CDMX,Cuauhtémoc,Biobox Plaza de la Solidaridad,"Av. Juárez, Colonia Centro, CP. 06000
Cuauhtémoc, CDMX",19.435150779048136,-99.14656374009643,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Reciclemos Juntos,"Jaime Torres Bodet 67-77, Sta María la Ribera, CP. 06400
Cuauhtémoc, CDMX.",19.444786293311928,-99.15872805723914,"Lunes a Viernes 08:00 am -  05:00 pm
Sabado 08:00 am - 03:00 pm","55 5547 2647
55 5547 8173",http://reciclemosjuntos.com.mx/plantas,,informes@reciclemosjuntos.com.mx,Si,,,,,,,Si,Si,,
CDMX,Cuauhtémoc,BasuraCero,"Delegación Ciprés 377-Int. B, Atlampa, CP. 06450
Cuauhtémoc, CDMX.",19.4590110796857,-99.15549864007383,Lunes a Viernes de 8:00 am a 5:00 pm,55 2630 3255,http://basuracero.com/,,contacto@basuracero.com ,Si,Si,,,,,A partir de abril ,,,,
CDMX,Cuauhtémoc,Centros de reciclaje Recupera,"Oyamel, Atlampa, CP. 06450
Cuauhtémoc, CDMX.",19.45859695892461,-99.15484528476578,"Lunes a viernes 09:00 am - 06:00 pm
Sabado 09:00 am - 01:00 pm","5525 896035
5525 896036",https://www.recuperamexico.com/centros_reciclaje/index.html,Recupera Reciclaje,m.contreras@recuperamexico.com,Si,Si,,,,,,Si,Si,, $	0.20 
CDMX,Cuauhtémoc,Refirelo López,"Camelia 247, Buenavista, CP. 06350
Cuauhtémoc, CDMX.",19.447394818410586,-99.1485858492559,,555 526 5545,,,,Si,,,,,,,Si,Si,,
CDMX,Cuauhtémoc,Recuperadora de papel para Reciclar Kiwa,"Cjon. de La Candelarita 29-4, Colonia Centro, CP. 06000
Cuauhtémoc, CDMX.",19.429737,-99.147670,,,,,,Si,,,,,,,,,,
CDMX,Cuauhtémoc,Biobox Centro,"Av. Juárez esquina Luis Moya S/N, Col. Centro, C.P. 06050
Cuauhtémoc, CDMX.",19.4348142918976,-99.1447125116464,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Biobox Amsterdam,"Amsterdam 199, Col. Condesa, C.P. 06100, Cuauhtémoc, CDMX",19.409294852107617,-99.17002093335472,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Biobox España y Sonora,"Av Nuevo León 16-8, Colonia Condesa
Cuauhtémoc, CDMX.",19.41569427290757,-99.17010925675902,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Biobox Parque España 2,"Parque España y Juan de la Barrera S/N, Col. Condesa, C.P. 06140, Cuauhtémoc, CDMX",19.414877,-99.172107,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Biobox Cozumel,"Avenida Chapultepec & Cozumel Roma Nte. CP. 06700
Cuauhtémoc, CDMX.",19.42156640601172,-99.17158892562256,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Biobox Parque México,"Av Michoacán 31, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX",19.41143173438328,-99.16998622897984,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Biobox,"Hipódromo, Cuauhtémoc, CP. 06100
Cuautémoc, CDMX.",19.416487337392365,-99.16894401709855,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Biobox Diana,"Reforma Camellón Cinépolis Diana esquina con Mississippi n/a, Col. Cuauhtémoc, C.P. 06500
Cuauhtémoc, CDMX",19.42572938590583,-99.17119392536742,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Recicla mas,"Dr Olvera 129 Doctores, CP. 06720
Cuauhtémoc, CDMX.",19.415752541225192,-99.15014104454566,,,,,,Si,,,,,,,Si,Si,,
CDMX,Cuauhtémoc,"Desperdicios Industriales ""gonzalez""","Juventino Rosas 110, Ex Hipódromo de Peralvillo, CP. 06250
Cuauhtémoc, CDMX.",19.459483575581928,-99.1350644110971,,"556 295 0847
",,"Desperdicios Industriales ""gonzalez""",beto0588.ag@gmail.com,Si,,,,,,,Si,Si,,
CDMX,Cuauhtémoc,Comunidad Nueva,"Sol equina con Lerdo 138. Col Guerrero CP. 06300
Cuauhtemoc, CDMX.",19.447039084317492,-99.14210534153241,,556 834 9349,,Comunidad.nueva,comunawarrior@gmail.com,Donacion,,,,,,,Donación,Donación,Donación,Donación
CDMX,Cuauhtémoc,Biobox Alfonso Reyes,"Alfonso Reyes 273-295, Hipódromo, CP. 06100
Cuauhtémoc, CDMX.",19.40636822920505,-99.17217549767763,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Compra y venta de Desperdicios Industriales,"Francisco Rivas 52 A, Obrera, CP. 06800
Cuauhtémoc, CDMX.",19.415448752650473,-99.14125781205955,"Lunes a viernes 08:00 am - 05:00 pm
sabado 08:00 am - 05:00 pm",5514 509 497,,,,Si,,,,,,,,Si,,
CDMX,Cuauhtémoc,Depósito de desperdicio Industrial,"Isabel La Católica 284, Obrera, CP. 06800
Cuauhtémoc, CDMX.",19.416742548390225,-99.13846443028757,,55 5578 8018,,,,Si,,,,,,,Si,Si,,
CDMX,Cuauhtémoc,Alcamare S. de R.L. de C.V.,"Antigua calzada de las granjas 85 E,  Col. Pantaco CP. 02510
Cuauhtémoc, CDMX",19.488658446641878,-99.17303577966474,,"
55 5561 5629
55 2622 9131","alcamare.com
http://reciclemosjuntos.com.mx/plantas",,"contacto@alcamare.com
admun.@alcamare.com", $	7.00 , $	6.20 ,,,,,,,,,
CDMX,Cuauhtémoc,Biobox Jardín Alexander Pushkin,"Colima, Roma Nte, CP. 06700
Cuauhtémoc, CDMX.",19.421166,-99.154201,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Biobox Pushkin 2,"Jardín Alexander Pushkin Av. Cuauhtémoc esq. Álvaro Obregón S/N, Col. Roma Norte, C.P. 6700
Cuauhtémoc, CDMX.",19.419543124662237,-99.15431678212748,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Biobox Yucatán,"Yucatán con intersección Insurgentes y Medellín S/N, Col. Roma Norte, C.P. 6700, 
Cuauhtémoc, CDMX.",19.416682264879352,-99.16748221588857,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Biobox Juan Rulfo,"Av. Álvaro Obregón, Roma Nte, CP. 06700
Cuauhtémoc, CDMX.",19.417440331904437,-99.16423816564253,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Cuauhtémoc,Bodega de acopio,"Puebla 58, Roma Nte, CP. 06700 
Cuauhtémoc, CDMX.",19.423470202527717,-99.15718404737495,,"558 506 1628
555 514 2882",,bodega a copio,bodegadeacopio@yahoo.com.mx,Si,Si,,,,,,Si,Si,,
CDMX,Cuauhtémoc,Centro de Reciclaje,"Campeche 75-A, Roma Sur, CP. 06700
Cuauhtémoc, CDMX.",19.410314656027325,-99.16207077947178,,,,,,Si,,,,,,,Si,Si,,
CDMX,Cuauhtémoc,Rennueva Innovación para el ambiente,"Mimosas 63, Santa María Insurgentes, CP. 06430
Cuauhtémoc, CDMX.",19.46104214109491,-99.15021556846138,Lunes a viernes de 10:00 -06:00 pm,558 437 7300,http://rennueva.com/rennueva/,,,Si,Si,,,,Si,,,,,
CDMX,Cuauhtémoc,Reciclaje Flores Magón,"Av. Ricardo Flores Magón 538-A, Sta María la Ribera, CP. 06400 
Cuauhtémoc, CDMX.",19.45562947284031,-99.163197924773,"Lunes a viernes 08:00 am - 06:00 pm 
Sabado 08:00 am - 03:00 pm",,,,,Si,,,,,,,Si,Si,,
CDMX,Cuauhtémoc,Recicladora MS,"Manuel Carpio 224, Sta María la Ribera, CP. 06400
Cuauhtémoc, CDMX.",19.451412049887367,-99.16269887645045,,55 4604 6535,,,,SI,,,,,,,,,,
CDMX,Cuauhtémoc,Casa Mendez,"Eligio Ancona 150B, Sta María la Ribera CP. 06400.
Cuauhtémoc, CDMX.",19.452613647615536,-99.15784404087428,,,,,,Si,,,,,,,Si,Si,,
CDMX,Cuauhtémoc,Todos somos uno ,"Tomas Alva Edison 122-1, Tabacalera, CP. 06038
Cuauhtémoc, CDMX.","19.437959
",-99.155889,Lunes a viernes 08:30 am - 05:00 pm,55 5592 4475,,,, $	3.00 ,,,,,,, $	12.00 ,,,
CDMX,Gustavo A. Madero,"Metal, papel y cartón","Av. Gral. Martin Carrera 72, Martín Carrera, CP. 07070
Gustavo A. Madero, CDMX.",19.48811793859805,-99.10940810951348,Lunes a viernes 10:00 am - 07:00 pm,,,,,Si,,,,,,,Si,,,
CDMX,Gustavo A. Madero,Compra venta de metales,"Calle 308 esquina Calle 309, Nueva Atzacoalco, CP. 07420.
Gustavo A. Madero, CDMX.","19.494830
",-99.088648,"Lunes a viernes  09:00 a 06:00 pm
Sabado  09:00 am - 03:00 pm",,,,,Si,,,,,,,Si,Si,,
CDMX,Gustavo A. Madero,Metales Chatarra cartón archivo,"Eje 5 Nte, Constitución de la República, CP. 07469 Gustavo A. Madero, CDMX.",19.480040,-99.099817,,,,,,Si,,,,,,,Si,Si,,
CDMX,Gustavo A. Madero,Depósito Fierro Viejo ,"Ote. 85 4203, La Malinche, CP. 07899 
Gustavo A. Madero, CDMX.",19.454453373344485,-99.10555118448136,"Lunes a viernes 09:00 am - 06:00 pm
Sabado 09:00 am - 03:00 pm",,,,,Si,Si,,,,,,Si,Si,Si,
CDMX,Gustavo A. Madero,Compra venta de Metales,"Esqu. 305, Calle 304, Nueva Atzacoalco, CP. 07420 Gustavo A. Madero, CDMX.",19.49127427613714,-99.0910670365519,"Lunes a viernes  de 09:00 a 06:00 pm
Sabados  09:00 - 03:00 pm",,,,,Si,,,,,,,Si,,,
CDMX,Gustavo A. Madero,Compra y venta de metales y chatarra,"Pte. 110 101, Panamericana, CP. 07770
Gustavo A. Madero,  CDMX.",19.476050730179697,-99.14115752981586,"Lunes a viernes  08:00 - 06:00 pm
Sabado  09:00 am - 03:00 pm",,,,,Si,,,,,,,Si,Si,,
CDMX,Gustavo A. Madero,Alfer Reciclados,"Av. Wilfrido Massieu, San Bartolo Atepehuacan, CP. 07700
Gustavo A. Madero, CDMX.",19.49917706647624,-99.14780444722696,,556 111 2138,,,alejandrodelvalle61@gmail.com,Si,Si,,,,,,Si,Si,,
CDMX,Gustavo A. Madero,Centro de Reciclaje,"Eje 5 Norte 10B, San Juan de Aragón, CP. 07950
Gustavo A. Madero, CDMX.",19.468204843749245,-99.0841063281174,"Lunes a viernes 10:00 am - 06:00 pm
Sabado 10:00 am - 03:00 pm",,,,,Si,,,,,,,Si,Si,,
CDMX,Gustavo A. Madero,Recicladora Crespo,"Av. 506 71, San Juan de Aragón II Secc CP. 07969
Gustavo A. Madero, CDMX.",19.456550838758652,-99.09157440002215,"Lunes a viernes  de 08:00 a 06:00 pm
Sabados  09:00 - 03:00 pm",,,,,Si,,,,,,,,,,
CDMX,Gustavo A. Madero,Compra y venta de metales,"Av. Victoria Ote. 3010, Tres Estrellas, CP. 07820
Gustavo A. Madero, CDMX.",19.470095392622152,-99.11185143808095,Lunes a viernes 10:00 am - 06:00 pm,,,,,Si,Si,,,,,,Si,Si,,
CDMX,Gustavo A. Madero,"Compra y venta de desperdicios ""Los Amigos""","Avenida 510, Mz3 lt 6, Pueblo de San Juan de Aragón, CP. 07940
Gustavo A. Madero,  CDMX.",19.466710472921235,-99.09292123029346,,,,,, $	5.00 ,,,,,,,,,,
CDMX,Iztacalco,Desperdicios Reciclables,"Av. Canal de San Juan, Agrícola Oriental, CP. 08500
Iztacalco, CDMX.",19.396021009057524,-99.05891903763433,,,,,,Si,,,,,,,,,,
CDMX,Iztacalco,Grupo Unión,"Calz. Ignacio Zaragoza, Agrícola Pantitlán, CP. 08100
Iztacalco,  CDMX.",19.40670310288792,-99.07227939472722,Lunes a viernes de 08:30 am - 05:00 pm,55 5763 8897,,,,Si,,,,,,,Si,Si,,
CDMX,Iztacalco,Recicladora Chavas,"Eje 1 Nte. 130-136, Agrícola Pantitlán, CP. 08100
Iztacalco, CDMX.",19.413629,-99.065312,,561 517 3007,,chava.sh10@hotmail.com,,SI,Si,,,,,,Si,Si, $	1.00 ,
CDMX,Iztacalco,Recicladora Venado Azul,"Av Canal de Apatlaco, Campamento 2 de Octubre, CP. 08930
Iztacalco, CDMX.",19.381499414065257,-99.11127066871491,"Luneas a viernes 10:00 am - 06:00 pm
Sabado 10:00 am - 04:00 pm",55 2250 8793,,https://www.facebook.com/RecicladoraVenadoAzul,"
recicladora.venadoazul@gmail.com",Si,Si,,,,,,Si,Si,,
CDMX,Iztacalco,Centro de Reciclaje Silva,"Av. Pdte. Plutarco Elías Calles, Santa Anita, CP. 08300
Iztacalco, CDMX.",19.398343646621132,-99.12029039502016,,,,,,Si,Si,,,,,,Si,Si,,
CDMX,Iztapalapa,Recicladora Chimalhuacán,"Benito Juárez 98 Esq, 16 de Septiembre, Los Reyes Culhuacan, CP. 09840
Iztapalapa, CDMX",19.343383645534345,-99.1093614032578,"Lunes a viernes de 08:00 am - 05:00 pm
Sábado  08:00 - 02:00 pm",55 3621 4146,,,,Si,,,,,,,Si,Si,,
CDMX,Iztapalapa,Recicladora Blanca,"Real del Monte 73A, Amp el Triunfo, CP. 09438
Iztapalapa, CDMX",19.37938886659038,-99.11634409422372,,,,,, $	4.50 , $	1.50 ,,,,,, $	13.00 , $	1.50 ,,
CDMX,Iztapalapa,Reciclemex S. de R.L. de C.V. / Alcamare,"Catarroja, Cerro de la Estrella, CP. 09860
Iztapalapa, CDMX.",19.324988315176338,-99.07104482277259,,55 5426 0995,,,farellano@recycledemexico.com,SI,,,,,,,,,,
CDMX,Iztapalapa,Recicladores de papel,"Av. Tlahuac 826, Culhuacan, CP. 09800
Iztapalapa, CDMX. ",19.33583543022321,-99.10883244133579,"Lunes a viernes de 09:00 a 05:00 pm
Sábado  09:00 a 05:00 pm",55 5608 2782,,,,Si,,,,,,,,,,
CDMX,Iztapalapa,Recicladora la Magueyera,"Casi Esquina Con Calle Villa Cedro, And. Tulipanes, Desarrollo Urbano Quetzalcóatl, CP. 09700
Iztapalapa, CDMX.",19.322937170213685,-99.04488272291782,Lunes a viernes de 08:00 am - 06:00 pm,,,,,Si,,,,,,,Si,Si,,
CDMX,Iztapalapa,Recicladora Bottle & Can Redemption Center,"Presidencia & Hacienda, Zona Urbana Ejidal Estrella Culhuacan, CP. 09800
Iztapalapa, CDMX",19.332162533895968,-99.1089663003929,Lunes a viernes de 08:00 a 05:00 pm,,https://resicladora.negocio.site/,,, $	5.00 ,,,,,,, $	13.00 ,,,
CDMX,Iztapalapa,Compra y venta de desperdicios Wall-e,"Av. Benito Juarez 75, Francisco Villa CP. 09740
Iztapalapa, CDMX.",19.334913368077736,-99.0604621247155,"Lunes a viernes de 08:00 am -  01:00 pm
Sabado 08:00 am - 12:00 pm",,,,, $	4.00 ,,,,,,, $	18.00 ,,,
CDMX,Iztapalapa,Desperdicios Industriales,"Av Culturas Prehispánicas 186, Granjas San Antonio, CP. 09070
Iztapalapa, CDMX.",19.36440606282146,-99.10425513982739,"Lunes a viernes de 09:00 - 06:00 pm
Sabado 09:00 am - 06:00 pm",55 5210 3677,,,,Si,,,,,,,Si,,,
CDMX,Iztapalapa,Desperdicio Industrial Reciback /El cuñado,"Ignacio Allende 19-35, Guadalupe del Moral, CP. 09300
Iztapalapa, CDMX.",19.36634748256331,-99.07378803611708,Lunes a Viernes 09:00 am - 06:00 pm,,,,,Si,,,,,,,Si,Si,,
CDMX,Iztapalapa,Recicladora el Bodegón,"Jorge Enciso, Héroes de Churubusco, CP. 09060
Iztapalapa, CDMX.",19.359299821236654,-99.11511428702842,Lunes a viernes de 09:00 am -  05:00 pm,554 439 3132,,,, $	6.00 ,,,,,,,Si,Si,,
CDMX,Iztapalapa,Centro de acopio ecologico,"Av. 5 de Mayo, La Era, CP. 09720
Iztapalapa, CDMX.",19.34087018790386,-99.05669221284452,"Lunes a viernes de 08:00 am - 06:00 pm
Sabado 08:00 am - 03:00 pm",,,,,Si,Si,,,,,,Si,Si,,
CDMX,Iztapalapa,Compra Venta de Desperdicios Industriales Torre Fuerte,"25 de Septiembre de 1873 1478, Leyes de Reforma 3ra Secc, CP. 09310
Iztapalapa, CDMX.",19.376941,-99.061836,"Lunes a viernes 09:00 - 06:00 pm
Sabado 09:00 am - 03:00 pm",,https://business.google.com/website/compra-venta-de-desperdicios-industriales-torre-fuerte,,,Si,Si,,,,,,Si,Si,,
CDMX,Iztapalapa,Centro de Reciclaje casa blanca ,"Calle 26 De Enero De 1857 869, Leyes De Reforma 3Ra. Secc
Iztapalapa, CDMX.",19.382142155249387,-99.07589556894791,Lunes a viernes 10:00 am -  05:00 pm,,,,, $	6.00 , $	3.50 ,,,,,, $	13.00 , $	2.00 ,,
CDMX,Iztapalapa,Prisma Chatarrero S.A de C.V,"Avenida de las Torres Esquina Betabel Local 3, Los Ángeles, CP. 09830
Iztapalapa, CDMX.",19.342734160657365,-99.06448829674164,,55 5841 9801,,,,Si,,,,,,,Si,Si,,
CDMX,Iztapalapa,Depósito Margarita,"Margarita Mz 35 Lt16, Los Ángeles, CP. 09830
Iztapalapa, CDMX.",19.34553661734257,-99.06845632746352,Lunes a Viernes 10:00 am - 08:00 pm,,,,,Si,Si,,,,Si,,Si,Si,,
CDMX,Iztapalapa,Compra de desperdicio Industrial Taz,"Calle Salvador Corona, Col. Paraje 5, Zacatepec, CP. 09560
Iztapalapa, CDMX.",19.35795301991559,-99.02128162320383,,,,,,Si,Si,,,,,,SI,Si,,
CDMX,Iztapalapa,Desperdicios Industriales ,"Anillo Perif. Canal de Garay, Puente Blanco, CP. 09770
Iztapalapa, CDMX",19.330378440254986,-99.06593269199539,,55 4886 7375,,,,Si,Si,,,,,,Si,Si,, $	0.20 
CDMX,Iztapalapa,Recyel,"Mz 27 Lt 52, Av. 5, Renovación, Iztapalapa, CP. 09209
Iztapalapa, CDMX.",19.367341840223833,-99.04853837276028,,55 4206 7681,,,,Si,,,,,,,Si,Si,,
CDMX,Iztapalapa,Centro de acopio y reciclaje / Reciclaje por mayor," Normandía 223, San Andrés Tetepilco, CP. 09440
Iztapalapa, CDMX.",19.372973772043828,-99.13152032369808,"Lunes a viernes 09:00 - 05:00 pm
Sabado 09:00 am - 02:00 pm",55 5532 2040,,,,Si,,,,,,,Si,Si,,
CDMX,Iztapalapa,Desperdicio Industrial," José de Jesús Villa Padierna 25, San Miguel, CP. 09360
Iztapalapa, CDMX.
",19.35234123215608,-99.07575556081831,Lunes a Viernes 09:00 am - 06:00 pm,,,,,Si,Si,,,,,,Si,,,
CDMX,Iztapalapa,Recycle S.A. de C.V.,"Av. Cartarroja No. 445 Col. San Nicolás Tolentino C.P. 09850
Iztapalapa, CDMX.",19.3271453811404,-99.08173841364834,,555 426 0995,,,farellano@recycledemexico.com,SI,,,,,,,,,,
CDMX,Iztapalapa,Compra de PET Pirules,"Av. Tlahuac 4027, Santa María Tomatlan, CP. 09870
Iztapalapa, CDMX.",19.326895330114752,-99.10183192123571,"Lunes a viernes  07:00 am -  06:00 pm
Sabado 07:00 am - 06:00 pm",55 1787 2288,,,,Si,,,,,,,Si,Si,,
CDMX,Iztapalapa,Centro de Reciclaje,"Av República Federal del Nte 42, Zona Urbana Ejidal Santa Martha Acatitla Nte, CP. 09140 
Iztapalapa, CDMX.","19.376671
",-99.010804,,,,,,Si,,,,,,,Si,Si,,
