ESTADO,MUNICIPIO,RAZÓN SOCIAL,DIRECCIÓN,MAPA,COORDENADAS,,"HORARIO
",TELEFONO,PÁG WEB,"REDES
FB",CORREO,PET,PEAD,PP (ENVASE),PP (TAPAS),PP (CAPSULAS),PEBD (BOLSA TRANSPARENTE) ,BOPP (LAMINADA),ALUMINIO,HOJALATA,CARTON LAMINADO,CARTÓN,VIDRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Recicladora TNT,"Av Sinaloa 1400, Esperanza, CP. 21140
Mexicali, B.C.","https://www.google.com/maps/place/Recicladora+TNT/@32.645852,-115.4996399,19z/data=!4m12!1m6!3m5!1s0x80d77aebbed8f989:0xb922c56b36c6de4c!2sRECICLADORA+ESPERANZA!8m2!3d32.6432795!4d-115.5012942!3m4!1s0x80d77aeaf07cce2b:0xe6058b69378e1291!8m2!3d32.6455201!4d-115.4994757","32.645409
",-115.499584,,,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali, Universal Recycling S. De R.L. De C.V.,"Carretera Sn. Felipe Km 3.5 s/n, Col. Gonzalez Ortega
Mexicali, B.C.","https://www.google.com.mx/maps/place/Universal+Recycling+Mexicali/@32.5846049,-115.4285849,17z/data=!4m13!1m7!3m6!1s0x80d7772726973f8b:0x92b9bdf7a6e8d851!2sCarr+a+San+Felipe,+Mexicali,+B.C.!3b1!8m2!3d32.5857154!4d-115.4289904!3m4!1s0x80d7772723bacb7f:0x48e7a054c347d3a1!8m2!3d32.5846104!4d-115.4284211","32.584666
",-115.428472,,686 561 8333,,,jmedina@urmexicali.com,SI,"$4.50 multi
$6.00 lechero
$2.5 verde",,,,$3.50 limpia,,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Recolectora de Chatarra La Cachanilla,"Av. Yugoslavia 2, Popular Nacionalista, CP. 21165
Mexicali, B.C.","https://www.google.com/maps/place/RECOLECTORA+DE+CHATARRA+La+Cachanilla/@32.6249512,-115.5239112,17z/data=!4m12!1m6!3m5!1s0x80d77aebbed8f989:0xb922c56b36c6de4c!2sRECICLADORA+ESPERANZA!8m2!3d32.6432795!4d-115.5012942!3m4!1s0x80d77b016964c601:0x9b88d9b5d432e741!8m2!3d32.6250152!4d-115.5245513","32.624942
",-115.524328,,686 555 92 66,,,lacachanilla88@gmail.com,,,,,,,, $	16.00 ,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Alquimia Reciclaje,"Avenida Guadalupe Victoria 765, Prohogar, CP. 21240
Mexicali, B.C.","https://www.google.com/maps/place/ALQUIMIA+RECICLAJE/@32.6517523,-115.4356455,17z/data=!4m12!1m6!3m5!1s0x80d775ccc2588de3:0x4f66bc831f9bfc5e!2sCENTRO+DE+RECICLAJE+DE+MEXICALI+SA+DE+CV!8m2!3d32.5692454!4d-115.3355516!3m4!1s0x81345fbc03ca8a85:0x9bd7a60dcfd04269!8m2!3d32.6518286!4d-115.4355754",32.651878,-115.435546,,686 566 1184,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Centro de Reciclaje de Mexicali S.A DE C.V,"Carretera a San Luis RC km 18.5 Puebla, CP. 21620
Mexicali, B.C.","https://www.google.com/maps/place/CENTRO+DE+RECICLAJE+DE+MEXICALI+SA+DE+CV/@32.5687635,-115.3362287,17z/data=!4m5!3m4!1s0x80d775ccc2588de3:0x4f66bc831f9bfc5e!8m2!3d32.5692454!4d-115.3355516","32.569230
",-115.335570,,686 592 5654,https://recicladoramexicali.com/,,recicladoramxli@hotmail.com,,,,,,,, $	16.50 ,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Metales Pueblo Nuevo,"Chilpancingo 1498 y Calle Oaxaca, Pueblo Nuevo, CP. 21120
Mexicali, B.C.","https://www.google.com/maps/place/METALES+PUEBLO+NUEVO/@32.6533906,-115.5012594,18z/data=!4m5!3m4!1s0x80d77ac6d72db09d:0x2dec2a7c5b96d9a3!8m2!3d32.6542366!4d-115.5003549?hl=es-419",32.654303,-115.500455,,686 554 0366,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Recicladora Flores Magón,"Col. Reacomodo San Fernando carretera ahumadita km 1.3 C.P 21297
Mexicali, B.C.","https://www.google.com/maps/place/Recicladora+Flores+Mag%C3%B3n/@32.5991172,-115.5208587,15z/data=!4m12!1m6!3m5!1s0x0:0x9bcf3d5635e3c69c!2sRecicladora+Flores+Mag%C3%B3n!8m2!3d32.5991172!4d-115.5208587!3m4!1s0x0:0x9bcf3d5635e3c69c!8m2!3d32.5991172!4d-115.5208587",32.599154,-115.520818,,"686 125 0998 
686 688 0972",,,rbc.mexicali@gmail.com, $	4.20 , $	4.10 ,,,,,, $	16.00 , $	2.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Rosarito,Eco Recycling,"José Aroz Aguilar 192 Lucio Blanco, CP. 22710
Playas De Rosarito, B.C. ","https://www.google.com/maps/place/Eco+Recycling+-+Rosarito/@32.386319,-117.056614,15z/data=!4m12!1m6!3m5!1s0x0:0x256f151d6a8cb6cc!2sEco+Recycling+-+Rosarito!8m2!3d32.386319!4d-117.056614!3m4!1s0x0:0x256f151d6a8cb6cc!8m2!3d32.386319!4d-117.056614",32.386321,-117.056739,,661 613 4012,http://www.eco-recycling.com/contenido/quienes/quienes.htm,Eco Recycling,,,,,,,,, $	14.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tecate,Eco Recycling,"Blvrd Universidad 500, Guajardo, CP. 21470
Tecate, B.C.","https://www.google.com/maps/place/Eco+Recycling+-+Tecate/@32.5622535,-116.6253643,17z/data=!4m5!3m4!1s0x0:0x3e5432401d52f6b3!8m2!3d32.561946!4d-116.625046","32.561935
",-116.625096,,665 654 0995,http://www.eco-recycling.com/contenido/quienes/quienes.htm,Eco Recycling,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tecate,Centro de acopio Neto´s,"Lerdo González 346-334, Militar, CP. 21470
Tecate, B.C.","https://www.google.com/maps/place/32%C2%B034'07.7%22N+116%C2%B037'14.5%22W/@32.568736,-116.6208038,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d32.56881!4d-116.6207",32.568806,-116.620694,,"665 521 2886
665 654 1883 ",,,centroacopionetos@prodigy.net.mx,Si,,,,,,,Si,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Calibaja Ambiental,"Blvd. Gustavo Diaz Ordaz 1366, Los Reyes, CP. 22125
Tijuana, B.C.","https://www.google.com/maps/place/Recicladora/@32.4589127,-116.9235414,15z/data=!4m12!1m6!3m5!1s0x0:0x1622cfd3d8c62826!2sRecicladora!8m2!3d32.4589127!4d-116.9235414!3m4!1s0x0:0x1622cfd3d8c62826!8m2!3d32.4589127!4d-116.9235414","32.458892
",-116.923618,Lunes a Domingo 07:30 - 04:30 pm,"664 969 1380
664 902 3578",https://www.calibaja-ambiental.com/,,compra@calibajaambiental.com,,,,,,,, $	15.50 ,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,"Sociedad Ecológica y Humanista Responsable, A.C. (SEHR)","Privada de Los Alpes 6270-6210, Castillo, CP. 22050
Tijuana, B.C.","https://www.google.com/maps/place/32%C2%B032'13.1%22N+117%C2%B003'34.9%22W/@32.5369858,-117.0596853,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d32.536966!4d-117.05969",32.536966,-117.059690,,664 412 0292,,,,Si,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Recicladora la cabaña,"Guadalupe 13, Garcia
Tijuana, B.C.","https://www.google.com/maps/place/Recicladora+de+Papel+y+Carton/@32.4561347,-116.9185638,15z/data=!4m5!3m4!1s0x0:0x45fe4ee5dc33fbc4!8m2!3d32.4561347!4d-116.9185638","32.456133
",-116.918414,,664 902 3571,,Recicladora de Papel y Carton,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Glezco Plasticos,"Sebastián Vizcaíno 416, Colonia, Garita Internacional, Garita de Otay, CP. 22430
Tijuana, B.C.","https://www.google.com/maps/place/Glezco+Pl%C3%A1sticos+S.A.+de+C.V./@32.5496105,-116.9413266,17z/data=!4m5!3m4!1s0x80d9482f6721fb35:0x787c458208eaac69!8m2!3d32.5496144!4d-116.9411881","32.549724
",-116.941166,,664 647 5134,http://glezcocorp.com.mx/,,,Si,Si,Si,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Eco Recycling,"Granizo 660, Col. Las Torres, CP. 22470
Tijuana, B.C.","https://www.google.com/maps/place/Eco+Recycling+-+Las+Torres/@32.5426275,-116.9005409,19z/data=!4m5!3m4!1s0x0:0xc0c09b8959869447!8m2!3d32.5428403!4d-116.9002419","32.542849
",-116.900238,,,http://www.eco-recycling.com/contenido/quienes/quienes.htm,Eco Recycling,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Recicladora Arregui,"Fracc.  Lomas de Matamoros Calle 30 de abril
Tijuana, B.C.","https://www.google.com/maps/place/30+de+Abril+105,+Lomas+del+Matamoros,+22206+Tijuana,+B.C./@32.5098308,-116.8904024,17z/data=!3m1!4b1!4m5!3m4!1s0x80d93f4b75a77a91:0x5f8230ac44ccbd9b!8m2!3d32.5098308!4d-116.8882137","32.509827
",-116.888223,,664 772 3091,,,ambientalvisamx@gmail.com,,SI,Si,,,SI,,SI,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Eco Recycling,"Cucapah 3674 Col. Mariano Matamoros, 
Tijuana, B.C.","https://www.google.com/maps/place/Recicladoras+en+Tijuana+Eco+Recycling/@32.513823,-116.8850715,19z/data=!4m5!3m4!1s0x0:0x56225c0c96052530!8m2!3d32.5138851!4d-116.8853916","32.513865
",-116.885316,,664 288 2222,http://www.eco-recycling.com/contenido/quienes/quienes.htm,Eco Recycling,irene@eco-recycling.com,,,,,,,, $	10.00 , $	2.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,La Cartonera ,"9 Sur No. 126 Ciudad Industrial, Mesa de Otay
Tijuana, B.C.","https://www.google.com/maps/place/LA+CARTONERA+MESA+DE+OTAY/@32.5349793,-116.9238358,17z/data=!4m12!1m6!3m5!1s0x80d9476c197b866f:0x78d0506a52d35514!2sLA+CARTONERA+MESA+DE+OTAY!8m2!3d32.5349793!4d-116.9216471!3m4!1s0x80d9476c197b866f:0x78d0506a52d35514!8m2!3d32.5349793!4d-116.9216471","32.534956
",-116.921455,,"664 607 29 56
664 375 14 33 
664 607 26 97 ",,,"facturacionlacartonera@hotmail.com 
lacartoneramo@gmail.com",$4.50 mixto,"$8.5 lechero
$2.20 Mixto",,,,,, $	20.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Eco Recycling Maclovio,"Esq. Ave. Jaime Pujol y Calle 2 de Julio, Valle Redondo, CP. 22720
Tijuana, B.C.","https://www.google.com.mx/maps/place/Eco+Recycling+-+Maclovio/@32.4707171,-116.7950046,18z/data=!4m5!3m4!1s0x80d9394b41dd0cd3:0x5e151fec9fa3d299!8m2!3d32.4711122!4d-116.7942582","32.471081
",-116.794248,,"664 626 8035
664 903 2130",,,alanrecycling@gmail.com,,,,,,,, $	13.00 , $	0.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,Comondú,Recicladora Soto,"Esquina Álvaro Obregón y Adolfo López Mateos CP. 23670 Cd Constitución
Comondú, B.C.S.","https://www.google.com/maps/place/Recicladora+Soto/@25.0374898,-111.6638072,178m/data=!3m1!1e3!4m5!3m4!1s0x86b3bb4b83d45773:0xa9f634192ef1192c!8m2!3d25.0376976!4d-111.6628926",25.037850684005402,-111.66292478958961,,613 132 2363,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,Comondú,Compra de reciclables,"Lic. Francisco Pelayo López, Centro, Cd Constitución, B.C.S.","https://www.google.com/maps/place/Lic.+Francisco+Pelayo+L%C3%B3pez+147,+Centro,+Cd+Constituci%C3%B3n,+B.C.S./@25.0219408,-111.668064,175m/data=!3m1!1e3!4m13!1m7!3m6!1s0x86b3bb32cd1f7143:0xc64b57720a26e84d!2sLic.+Francisco+Pelayo+L%C3%B3pez,+Baja+California+Sur!3b1!8m2!3d25.0271406!4d-111.6539923!3m4!1s0x86b3a4cd3fe62093:0x11b2961513f31c09!8m2!3d25.0219396!4d-111.6675168",25.021917724743396,-111.66751277688611,,613 116 8940,,,,Si,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,La Paz  ,Ecologia y  movimiento SA DE CV,"Calle Norte S/N entre Forjadores y Av. Tecnológico Col. El Mezquitito CP. 23083
La Paz, B.C.S.",No lo localizo,,,,612 120 3130,,Ecologia & Movimiento,alfox54@yahoo.com.mx,,,,,,,,,,,Donación,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,La Paz  ,Centro de Reciclaje La Paz S de R.L de C.V.,"Arenal 98, El Progreso, CP. 23084
La Paz, B.C.S.
","https://www.google.com/maps/place/Recycling/@24.0828141,-110.3054873,18z/data=!4m13!1m7!3m6!1s0x86afd29895929369:0x756195130ac13485!2sCoyote,+Los+Tabachines,+La+Paz,+B.C.S.!3b1!8m2!3d24.082322!4d-110.3057205!3m4!1s0x86afd3be1829a40d:0x1e8219d8b1e0e983!8m2!3d24.0828691!4d-110.3044738","24.082868
",-110.304473,,"624 177 4013
612 153 1673",,,,"$1.50 revuelto 
$2.00 solo
", $	1.00 ,,,,,,, $	0.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,La Paz  ,Recuperadora Súchil Durango,"Calle Melchor Ocampo 3485, Guerrero, CP. 23020
La Paz, B.C.S.","https://www.google.com/maps/place/24%C2%B008'23.9%22N+110%C2%B017'24.6%22W/@24.1406953,-110.294469,20z/data=!4m5!3m4!1s0x0:0x0!8m2!3d24.13998!4d-110.29016",24.139980,-110.290160,Lunes a sabado 08:00 am - 06:00 pm,612 125 3954,,,recuperadorasuchil@hotmail.com,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,La Paz  ,Centro de acopio de Jesús Ramírez Rodríguez,"Revolución de 1910 2825 - 2881, Zona Central Pueblo Nuevo
La Paz, B.C.S.","https://www.google.com/maps/place/Revoluci%C3%B3n+de+1910+2825,+Pueblo+Nuevo,+23060+La+Paz,+B.C.S./@24.1490323,-110.3236135,19z/data=!4m5!3m4!1s0x86afd34e89805965:0xf0f93b1fd5d0e94c!8m2!3d24.149073!4d-110.3238281",24.149077606141933,-110.32383078607896,Lunes a sabado 09:00 am - 04:00 pm,612 125 5175,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,La Paz  ,Reciclaje,"Dorado Manzana 11, Tierra Blanca, 23940 La Paz, B.C.S.","https://www.google.com/maps/place/24%C2%B005'31.3%22N+110%C2%B018'38.1%22W/@24.0921018,-110.3111636,161m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d24.092017!4d-110.3105881",24.092017,-110.310588,,,,,,Si,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,Los Cabos,Recicladora Mazatlán,"Av. Leona Vicario 2937, Col. Lagunitas CP. 23462
Cabo San Lucas, B.C.S.","https://www.google.com/maps/place/Recicladora+Mazatlan/@22.9143616,-109.9241121,16z/data=!4m12!1m6!3m5!1s0x0:0x50572b53f4243e5e!2sRecicladora+Del+Pacifico+Cabo+San+Lucas!8m2!3d22.9149849!4d-109.9343055!3m4!1s0x0:0xa778d702464ca968!8m2!3d22.9143839!4d-109.9243203","22.914381
",-109.924241,,624 146 1660,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,Los Cabos,Recicladora del Pacífico Hernández,"Cabo San Lucas
La Paz, B.C.S.","https://www.google.com/maps/place/Recicladora+Del+Pacifico+Cabo+San+Lucas/@22.9144216,-109.9344772,17z/data=!4m5!3m4!1s0x0:0x50572b53f4243e5e!8m2!3d22.9149849!4d-109.9343055","22.915074
",-109.934284,,,,,reciclamientoheya@hotmail.com,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,Los Cabos,Recicladora Eco Verde,"San Pedro, Sta Rosa, CP. 23430
San José del Cabo, B.C.S.","https://www.google.com/maps/place/Recicladora+Eco+Verde+San+Jose/@23.0868183,-109.7154999,17z/data=!3m1!4b1!4m5!3m4!1s0x86af5ba103d21ec3:0x50a372abbb543d77!8m2!3d23.0868183!4d-109.7133112","23.086818
",-109.713306,,612 157 2175,https://www.facebook.com/Recicladora-Eco-verde-los-Cabos-1887447558217271/,,,,,,,,,, $	19.50 , $	2.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Chatarreria Peña,"Av Alvaro Obregón N. 262
Campeche, Camp.","https://www.google.com.mx/maps/@19.8464596,-90.4972928,3a,75y,199.54h,84.26t/data=!3m6!1e1!3m4!1saVpTKz8R3IlzMwdvpuA7jQ!2e0!7i13312!8i6656","19.846415
",-90.497231,,"981 117 0218 
981 815 0379",,,"danielesballo@gmail.com
carl83ballo@gmail.com
",4.8 mixto,,,,,$3.00 limpia,, $	17.00 , $	3.50 ,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Recicladora MG,"Carretera Cd. Del Carmen a Isala Aguada . Fraccionamiento San Joaquín, CP. 24157
Cd del Carmen, Camp.","https://www.google.com/maps/place/RECICLADORA+MG/@18.6589689,-91.7778849,16z/data=!4m8!1m2!2m1!1scompra+y+venta+de+chatarra+en+campeche!3m4!1s0x85f106f52d58dc33:0xb5ab7c749d908573!8m2!3d18.6589689!4d-91.7735075",18.659034,-91.773477,Lunes a Viernes 08 am - 04:00 pm ,938 110 8533,,Recicladora Mg,reciclados.mg@hotmail.com,Si,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Recicladora Rojas,"Chava Flores 7, Compositores CP. 24154 
Cd del Carmen, Camp.","https://www.google.com/maps/place/Recicladora+Rojas/@18.5748802,-91.8120823,11z/data=!4m8!1m2!2m1!1scompra+de+chatarra+en+isla+del+carmen!3m4!1s0x85f10652474a299f:0xbf92de57e37c9869!8m2!3d18.6466025!4d-91.7892544",18.646648,-91.789217,,,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Chatarreria el Oso,"Calle 15, El Carmelo, CP. 24075
Campeche, Camp.","https://www.google.com/maps/place/CHATARRER%C3%8DA+EL+OSO/@19.8380539,-90.5072629,16z/data=!4m8!1m2!2m1!1scompra+y+venta+de+chatarra+en+campeche!3m4!1s0x1150b144f5179a7b:0xbcb85e3368f0baa2!8m2!3d19.8381525!4d-90.507248","19.838140
",-90.507286,,981 169 3504,,,,Si,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Recicladora Giles," 20 de Noviembre 1, Esperanza
Campeche, Camp.","https://www.google.com/maps/place/Recicladora+Giles/@19.8433348,-90.5016025,17z/data=!4m8!1m2!2m1!1scompra+y+venta+de+chatarra+en+campeche!3m4!1s0x85f83130c7b55a11:0x5d3b703bee435834!8m2!3d19.8434827!4d-90.5014933","19.843295
",-90.501599,Lunes a Viernes 07: am - 05:00pm,"981 129 1723
981 815 4391",,,,Si,,,,,,, $	16.00 ,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Los Amigos,"Antigua Campeche-mérida 349, Fátima, 24083 Campeche, Camp.","https://www.google.com/maps/place/Chatarreria+Los+Amigos/@19.8471801,-90.4954419,17z/data=!4m8!1m2!2m1!1scompra+y+venta+de+chatarra+en+campeche!3m4!1s0x85f8312e7b6c52a9:0xaa347df7eedcfdca!8m2!3d19.8472798!4d-90.4954406",19.847280,-90.495420,,981 751 1781,,,,Si,Si,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Patricia Espinola Navarro,"Calle 12 entre 19 y 21, número 242, colonia Samula
Campeche, Camp.","https://www.google.com/maps/place/EL+REY+YA+VIENE/@19.8165537,-90.5503487,19.75z/data=!4m5!3m4!1s0x1150b104ed83327d:0x25316dedc672fee4!8m2!3d19.8165764!4d-90.5502322","19.816622
",-90.550070,,"981 160 1045 
ext. 46",,,pajomajoaz@hotmail.com,SI,Si,,,,,, $	20.00 , $	3.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Daniel Ballote,"Antigua a Kala 310, entre Carretera Antigua a Mérida Colonia Barrio Santa Lucía, Fraccionamiento San Antonio
Campeche, Camp.",No localizo,,,Lunes a viernes de 08:00 am - 05:00 pm,"981 171 5125
",,,danielesballo@gmail.com carl83ballo@gmail.com,,,Si,,,"$4.50 de 100 kilos en adelante
Sólo transparente y playo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Wilbert Escalante,"Calle 12, Barrio de San Francisco
Campeche, Camp.","https://www.google.com/maps/place/Reciclaje+Campeche/@19.8493574,-90.5290363,17z/data=!3m1!4b1!4m8!1m2!2m1!1scompra+y+venta+de+chatarra+en+campeche!3m4!1s0x1150b155c2fc4bbb:0xe48b216d11d10f73!8m2!3d19.8493574!4d-90.5268476","19.849347
",-90.526839,,"981 139 7948
981 144 8666",,,, $	4.50 , $	0.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Depósito San Joaquín,"Calle 114 34, San Joaquín
Campeche, Camp.","https://www.google.com/maps/place/DEPOSITO+SAN+JOSE/@19.8471316,-90.5135953,16z/data=!4m8!1m2!2m1!1scompra+y+venta+de+chatarra+en+campeche!3m4!1s0x1150b15694fdb20f:0x2ff1c9b868e97f0a!8m2!3d19.8471316!4d-90.5092179","19.847143
",-90.509238,,981 815 2466,,,, $	4.50 , $	1.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Reciclaje Ambiental del Plastico S.A. de C.V.,"Barrio de Sta Ana, CP. 24050
Campeche, Camp.",Solicitar link,,,,981 816 5732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Recuperadora de Cartón del Sureste y Centroamerica,"Antigua Campeche-mérida 282A, Barrio de Sta Lucía, CP. 24083 
Campeche, Camp.","https://www.google.com/maps/place/Recuperadora+De+Carton+Del+Sureste+Y+Centroamerica/@19.8472337,-90.4971454,17z/data=!3m1!4b1!4m8!1m2!2m1!1scompra+y+venta+de+chatarra+en+campeche!3m4!1s0x85f8312e7e7a4509:0xa4d03c360310f71a!8m2!3d19.8472337!4d-90.4949567","19.847214
",-90.494957,,"981 815 0107
981 170 4340",http://recoveryocc.com/,,marco.piste@recoveryocc.com,Si,Si,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Carmen,Reciclaje Sánchez,"23 de Julio, CP. 24155 
Cd del Carmen, Camp.","https://www.google.com/maps/place/Reciclaje+S%C3%A1nchez/@18.6400272,-91.7902977,16z/data=!4m8!1m2!2m1!1scompra+y+venta+de+chatarra+en+campeche!3m4!1s0x85f107a143b46acb:0xbda7fcb45c88d824!8m2!3d18.6400272!4d-91.7859203","18.640078
",-91.785885,,938 118 2798,,,,,,,,,,, $	12.00 , $	2.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Carmen,Centro de Acopio El Pionero,"Calle 16 de Septiembre Manzana 20 Lote 19, Santa Rosalía, CP. 24197
Cd del Carmen, Camp.","https://www.google.com/maps/place/Centro+de+Acopio+El+Pionero/@18.6560725,-91.8100299,3a,75y,158.39h,88.57t/data=!3m7!1e1!3m5!1s9W5axV5Q8Q0nZa9dX8UZPQ!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3D9W5axV5Q8Q0nZa9dX8UZPQ%26output%3Dthumbnail%26cb_client%3Dsearch.gws-prod.gps%26thumb%3D2%26w%3D86%26h%3D86%26yaw%3D162.78406%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m13!1m7!3m6!1s0x0:0x0!2zMTjCsDM5JzIxLjIiTiA5McKwNDgnMzUuOSJX!3b1!8m2!3d18.655888!4d-91.809979!3m4!1s0x85f107a07e9b7b55:0xa28fdead6b96f7f0!8m2!3d18.6558784!4d-91.8099663",18.655958755386884,-91.80998295959762,,"938 122 7427
938 144 7932",,,recic_maza@hotmail.com,Si,Si,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Carmen,Recicladora Núñez,"Nardos 30, Boquerón del Palmar
Cd del Carmen, Camp.","https://www.google.com/maps/place/Recicladora+Nu%C3%B1ez/@18.6579186,-91.8025445,17z/data=!3m1!4b1!4m8!1m2!2m1!1scompra+y+venta+de+chatarra+en+campeche!3m4!1s0x85f107079f6f287f:0x2e6a0261a401eee8!8m2!3d18.6579186!4d-91.8003558",18.657946541058347,-91.80035312100878,,938 135 0387,,,,Si,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Carmen,Ecolsur,,,,,,,,,,Si,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Alvaro Obregón,Amocali A.C.,"Av. Insurgentes Sur 1768, Florida, CP.  01030
Álvaro Obregón, CDMX.","https://www.google.com/maps/place/Amocali,+A.C.+-+Campo+Limpio/@19.358133,-99.1837567,15z/data=!4m5!3m4!1s0x0:0xe6efdc819d6e3696!8m2!3d19.358133!4d-99.1837567",19.358122476006685,-99.18374850333085,"Lunes a viernes de 08:00 am - 05:00 pm
Sabado 08:00 am - 05:00 pm","555 661 1035
555 661 4782",,,,,,,,,,, $	9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Alvaro Obregón,Centro de reciclaje - Camino Real,"Camino Real a Toluca 64, Bellavista, CP. 01140
Álvaro Obregón, CDMX.","https://www.google.com.mx/maps/place/CENTRO+DE+RECICLAJE/@19.3958996,-99.1939527,20z/data=!4m8!1m2!2m1!1scompra+de+reciclables+alvaro+obregon!3m4!1s0x0:0x891330e514cf6bc!8m2!3d19.3958996!4d-99.1936791?hl=es-419",19.395931857293064,-99.19369118463813,"Lunes a viernes de 08:00 am - 06:00 pm
Sabado 08:00 - 03:30 pm",,,,,Si,Si,,,,,,SI,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
